日付,終値,始値,高値,安値,出来高,前比%
2013/02/26,"11,398.81","11,449.66","11,520.24","11,374.83",267.95K,-2.26%
2013/02/25,"11,662.52","11,564.55","11,662.52","11,562.10",240.89K,2.43%
2013/02/22,"11,385.94","11,238.75","11,390.65","11,175.67",247.91K,0.68%
2013/02/21,"11,309.13","11,404.73","11,442.11","11,301.77",196.27K,-1.39%
2013/02/20,"11,468.28","11,485.65","11,510.52","11,440.10",201.97K,0.84%
2013/02/19,"11,372.34","11,336.45","11,412.86","11,336.45",189.93K,-0.31%
2013/02/18,"11,407.87","11,318.22","11,445.46","11,308.83",238.31K,2.09%
2013/02/15,"11,173.83","11,239.21","11,261.58","11,065.06",346.21K,-1.18%
2013/02/14,"11,307.28","11,273.40","11,356.54","11,243.49",280.06K,0.50%
2013/02/13,"11,251.41","11,333.72","11,365.27","11,196.66",275.33K,-1.04%
2013/02/12,"11,369.12","11,346.72","11,460.64","11,343.44",301.15K,1.94%
2013/02/08,"11,153.16","11,179.97","11,299.71","11,135.89",328.05K,-1.80%
2013/02/07,"11,357.07","11,406.32","11,446.81","11,295.62",404.32K,-0.93%
2013/02/06,"11,463.75","11,236.70","11,498.42","11,232.05",353.43K,3.77%
2013/02/05,"11,046.92","11,105.24","11,170.85","11,046.92",385.15K,-1.90%
2013/02/04,"11,260.35","11,254.16","11,285.49","11,194.74",354.11K,0.62%
2013/02/01,"11,191.34","11,193.72","11,237.84","11,142.26",278.25K,0.47%
2013/01/31,"11,138.66","11,057.50","11,145.38","11,007.77",275.72K,0.22%
2013/01/30,"11,113.95","10,913.97","11,113.95","10,905.64",202.81K,2.28%
2013/01/29,"10,866.72","10,751.01","10,937.63","10,751.01",238.46K,0.39%
2013/01/28,"10,824.31","11,002.86","11,002.86","10,824.31",198.28K,-0.94%
2013/01/25,"10,926.65","10,797.30","10,926.65","10,790.95",220.59K,2.88%
2013/01/24,"10,620.87","10,441.11","10,634.74","10,441.11",211.15K,1.28%
2013/01/23,"10,486.99","10,575.60","10,663.09","10,486.99",198.80K,-2.08%
2013/01/22,"10,709.93","10,765.10","10,859.42","10,615.20",248.09K,-0.35%
2013/01/21,"10,747.74","10,941.45","10,941.45","10,747.74",207.32K,-1.52%
2013/01/18,"10,913.30","10,791.97","10,913.30","10,787.12",286.55K,2.86%
2013/01/17,"10,609.64","10,660.94","10,694.85","10,432.97",268.50K,0.09%
2013/01/16,"10,600.44","10,806.41","10,806.41","10,591.30",226.06K,-2.56%
2013/01/15,"10,879.08","10,914.65","10,952.31","10,851.66",215.05K,0.72%
2013/01/11,"10,801.57","10,786.14","10,830.43","10,748.06",236.59K,1.40%
2013/01/10,"10,652.64","10,635.11","10,686.12","10,619.65",268.50K,0.70%
2013/01/09,"10,578.57","10,405.67","10,620.70","10,398.61",214.98K,0.67%
2013/01/08,"10,508.06","10,544.21","10,602.12","10,463.43",211.36K,-0.86%
2013/01/07,"10,599.01","10,743.69","10,743.69","10,589.70",187.74K,-0.83%
2013/01/04,"10,688.11","10,604.50","10,734.23","10,602.24",219.01K,2.82%
2012/12/28,"10,395.18","10,406.36","10,433.63","10,374.85",202.75K,0.70%
2012/12/27,"10,322.98","10,295.26","10,376.39","10,288.85",235.25K,0.91%
2012/12/26,"10,230.36","10,131.22","10,230.36","10,107.34",182.07K,1.49%
2012/12/25,"10,080.12","10,092.35","10,119.35","10,030.44",141.74K,1.41%
2012/12/21,"9,940.06","10,145.58","10,175.06","9,924.42",256.54K,-0.99%
2012/12/20,"10,039.33","10,093.11","10,147.68","10,028.65",274.84K,-1.19%
2012/12/19,"10,160.40","10,025.40","10,160.40","10,016.98",277.50K,2.39%
2012/12/18,"9,923.01","9,848.87","9,967.24","9,848.87",260.33K,0.96%
2012/12/17,"9,828.88","9,895.68","9,903.35","9,826.30",213.62K,0.94%
2012/12/14,"9,737.56","9,703.56","9,775.75","9,687.70",247.45K,-0.05%
2012/12/13,"9,742.73","9,681.20","9,767.05","9,672.47",212.01K,1.68%
2012/12/12,"9,581.46","9,606.25","9,606.25","9,565.95",129.36K,0.59%
2012/12/11,"9,525.32","9,510.60","9,534.18","9,487.95",97.21K,-0.09%
2012/12/10,"9,533.75","9,584.46","9,584.46","9,517.40",115.17K,0.07%
2012/12/07,"9,527.39","9,547.14","9,572.75","9,522.13",133.83K,-0.19%
2012/12/06,"9,545.16","9,535.69","9,565.43","9,503.31",123.13K,0.81%
2012/12/05,"9,468.84","9,380.37","9,515.86","9,376.97",115.93K,0.39%
2012/12/04,"9,432.46","9,419.15","9,457.19","9,406.03",104.08K,-0.27%
2012/12/03,"9,458.18","9,484.20","9,525.82","9,453.48",110.07K,0.13%
2012/11/30,"9,446.01","9,446.77","9,492.91","9,380.25",159.78K,0.48%
2012/11/29,"9,400.88","9,370.29","9,412.08","9,350.40",113.31K,0.99%
2012/11/28,"9,308.35","9,375.48","9,407.62","9,308.35",118.67K,-1.22%
2012/11/27,"9,423.30","9,371.13","9,449.72","9,370.59",136.73K,0.37%
2012/11/26,"9,388.94","9,466.06","9,487.94","9,388.94",151.50K,0.24%
2012/11/22,"9,366.80","9,336.32","9,366.80","9,304.72",147.35K,1.56%
2012/11/21,"9,222.52","9,213.73","9,248.98","9,161.21",134.73K,0.87%
2012/11/20,"9,142.64","9,198.42","9,200.85","9,129.43",133.68K,-0.12%
2012/11/19,"9,153.20","9,141.27","9,183.46","9,135.29",143.05K,1.43%
2012/11/16,"9,024.16","8,898.33","9,032.35","8,898.33",199.08K,2.20%
2012/11/15,"8,829.72","8,703.82","8,829.72","8,684.23",161.31K,1.90%
2012/11/14,"8,664.73","8,660.27","8,680.40","8,653.49",81.00K,0.04%
2012/11/13,"8,661.05","8,710.52","8,723.46","8,619.45",94.86K,-0.18%
2012/11/12,"8,676.44","8,701.28","8,728.85","8,676.44",86.31K,-0.93%
2012/11/09,"8,757.60","8,742.68","8,779.24","8,729.45",104.03K,-0.90%
2012/11/08,"8,837.15","8,868.42","8,891.08","8,811.41",106.47K,-1.51%
2012/11/07,"8,972.89","9,030.56","9,032.32","8,924.41",130.93K,-0.03%
2012/11/06,"8,975.15","8,989.58","8,990.35","8,957.49",104.75K,-0.36%
2012/11/05,"9,007.44","9,000.81","9,040.18","8,984.69",101.39K,-0.48%
2012/11/02,"9,051.22","9,049.22","9,072.39","9,031.43",137.89K,1.17%
2012/11/01,"8,946.87","8,931.71","8,976.08","8,871.48",140.63K,0.21%
2012/10/31,"8,928.29","8,911.08","8,985.58","8,905.44",135.48K,0.98%
2012/10/30,"8,841.98","8,941.82","8,995.81","8,841.98",149.20K,-0.98%
2012/10/29,"8,929.34","8,958.79","8,986.05","8,909.37",97.25K,-0.04%
2012/10/26,"8,933.06","9,058.93","9,075.59","8,933.06",132.06K,-1.35%
2012/10/25,"9,055.20","8,952.13","9,057.31","8,941.85",115.65K,1.13%
2012/10/24,"8,954.30","8,896.41","9,043.80","8,896.41",132.96K,-0.67%
2012/10/23,"9,014.25","9,066.03","9,075.58","8,970.50",116.31K,0.04%
2012/10/22,"9,010.71","8,874.52","9,031.55","8,867.79",118.26K,0.09%
2012/10/19,"9,002.68","8,944.03","9,016.90","8,940.38",134.69K,0.22%
2012/10/18,"8,982.86","8,886.56","8,992.36","8,877.17",164.99K,2.00%
2012/10/17,"8,806.55","8,777.39","8,837.19","8,758.70",139.67K,1.21%
2012/10/16,"8,701.31","8,638.68","8,707.95","8,633.68",119.76K,1.44%
2012/10/15,"8,577.93","8,517.77","8,595.11","8,488.14",126.87K,0.51%
2012/10/12,"8,534.12","8,607.70","8,620.18","8,516.11",139.35K,-0.15%
2012/10/11,"8,546.78","8,514.63","8,607.42","8,514.63",132.93K,-0.58%
2012/10/10,"8,596.23","8,650.55","8,660.68","8,578.25",122.32K,-1.98%
2012/10/09,"8,769.59","8,822.39","8,840.69","8,765.55",124.43K,-1.06%
2012/10/05,"8,863.30","8,850.29","8,880.23","8,805.79",112.09K,0.44%
2012/10/04,"8,824.59","8,783.13","8,865.92","8,738.31",123.49K,0.89%
2012/10/03,"8,746.87","8,778.26","8,806.75","8,729.56",103.52K,-0.45%
2012/10/02,"8,786.05","8,826.36","8,843.33","8,774.75",98.22K,-0.12%
2012/10/01,"8,796.51","8,815.07","8,829.35","8,759.07",99.09K,-0.83%
2012/09/28,"8,870.16","8,986.63","8,989.08","8,838.85",135.63K,-0.89%
2012/09/27,"8,949.87","8,856.31","8,959.25","8,844.06",124.75K,0.48%
2012/09/26,"8,906.70","8,941.75","8,971.75","8,894.02",109.26K,-2.03%
2012/09/25,"9,091.54","9,031.37","9,112.54","9,023.63",128.41K,0.25%
2012/09/24,"9,069.29","9,071.32","9,091.97","9,031.13",105.87K,-0.45%
2012/09/21,"9,110.00","9,113.30","9,159.33","9,103.95",121.72K,0.25%
2012/09/20,"9,086.98","9,174.19","9,215.57","9,079.19",144.62K,-1.57%
2012/09/19,"9,232.21","9,166.52","9,288.53","9,140.75",157.20K,1.19%
2012/09/18,"9,123.77","9,155.49","9,180.44","9,120.61",137.59K,-0.39%
2012/09/14,"9,159.39","9,097.92","9,193.27","9,081.80",197.96K,1.83%
2012/09/13,"8,995.15","8,950.01","9,022.20","8,932.10",94.98K,0.39%
2012/09/12,"8,959.96","8,827.21","8,959.96","8,821.80",116.14K,1.73%
2012/09/11,"8,807.38","8,811.33","8,814.03","8,769.47",95.41K,-0.70%
2012/09/10,"8,869.37","8,853.19","8,874.54","8,838.18",111.80K,-0.03%
2012/09/07,"8,871.65","8,821.37","8,871.65","8,804.27",157.14K,2.20%
2012/09/06,"8,680.57","8,690.34","8,697.00","8,646.03",119.13K,0.01%
2012/09/05,"8,679.82","8,756.59","8,759.26","8,679.82",111.74K,-1.09%
2012/09/04,"8,775.51","8,787.97","8,804.44","8,729.22",110.85K,-0.10%
2012/09/03,"8,783.89","8,836.61","8,893.39","8,773.40",123.35K,-0.63%
2012/08/31,"8,839.91","8,891.75","8,933.99","8,839.91",122.84K,-1.60%
2012/08/30,"8,983.78","9,062.07","9,062.07","8,960.24",98.27K,-0.95%
2012/08/29,"9,069.81","9,045.73","9,073.99","9,033.83",107.51K,0.40%
2012/08/28,"9,033.29","9,138.51","9,140.62","8,988.99",124.00K,-0.57%
2012/08/27,"9,085.39","9,140.41","9,150.48","9,084.87",79.46K,0.16%
2012/08/24,"9,070.76","9,069.95","9,090.67","9,045.79",85.72K,-1.17%
2012/08/23,"9,178.12","9,080.67","9,194.47","9,062.54",102.85K,0.51%
2012/08/22,"9,131.74","9,150.69","9,162.97","9,075.08",85.85K,-0.27%
2012/08/21,"9,156.92","9,165.15","9,196.67","9,146.07",84.22K,-0.16%
2012/08/20,"9,171.16","9,202.36","9,222.87","9,150.79",91.32K,0.09%
2012/08/17,"9,162.50","9,120.22","9,181.57","9,097.00",132.53K,0.77%
2012/08/16,"9,092.76","8,967.11","9,094.09","8,962.97",115.26K,1.88%
2012/08/15,"8,925.04","8,960.28","8,960.28","8,866.06",104.45K,-0.05%
2012/08/14,"8,929.88","8,913.70","8,970.99","8,897.87",117.52K,0.50%
2012/08/13,"8,885.15","8,871.68","8,906.21","8,867.63",72.07K,-0.07%
2012/08/10,"8,891.44","8,931.92","8,954.85","8,857.23",120.03K,-0.97%
2012/08/09,"8,978.60","8,870.81","9,004.81","8,862.17",151.24K,1.10%
2012/08/08,"8,881.16","8,889.38","8,962.95","8,851.59",162.31K,0.88%
2012/08/07,"8,803.31","8,714.12","8,812.42","8,711.90",109.34K,0.88%
2012/08/06,"8,726.29","8,683.20","8,751.80","8,676.25",113.03K,2.00%
2012/08/03,"8,555.11","8,539.71","8,565.06","8,513.20",141.73K,-1.13%
2012/08/02,"8,653.18","8,642.89","8,705.91","8,635.51",127.03K,0.13%
2012/08/01,"8,641.85","8,622.04","8,654.61","8,578.16",123.23K,-0.61%
2012/07/31,"8,695.06","8,600.92","8,732.84","8,585.26",140.26K,0.69%
2012/07/30,"8,635.44","8,658.83","8,663.30","8,589.19",111.95K,0.80%
2012/07/27,"8,566.64","8,547.34","8,569.09","8,522.74",129.07K,1.46%
2012/07/26,"8,443.10","8,408.22","8,448.55","8,358.51",153.39K,0.92%
2012/07/25,"8,365.90","8,410.98","8,433.58","8,328.02",137.42K,-1.44%
2012/07/24,"8,488.09","8,497.99","8,517.52","8,446.18",126.24K,-0.24%
2012/07/23,"8,508.32","8,582.28","8,606.23","8,500.27",103.32K,-1.86%
2012/07/20,"8,669.87","8,785.87","8,792.19","8,662.72",116.95K,-1.43%
2012/07/19,"8,795.55","8,795.00","8,835.80","8,771.19",113.25K,0.79%
2012/07/18,"8,726.74","8,796.15","8,802.09","8,715.14",118.99K,-0.32%
2012/07/17,"8,755.00","8,740.98","8,808.87","8,711.73",111.98K,0.35%
2012/07/13,"8,724.12","8,701.35","8,759.06","8,695.44",122.82K,0.05%
2012/07/12,"8,720.01","8,859.39","8,862.80","8,709.75",141.83K,-1.48%
2012/07/11,"8,851.00","8,819.04","8,851.00","8,797.73",98.01K,-0.08%
2012/07/10,"8,857.73","8,922.03","8,966.99","8,855.93",108.34K,-0.44%
2012/07/09,"8,896.88","8,922.99","8,954.44","8,892.17",92.07K,-1.37%
2012/07/06,"9,020.75","9,052.70","9,082.04","8,977.35",108.22K,-0.65%
2012/07/05,"9,079.80","9,078.46","9,130.54","9,069.01",97.09K,-0.27%
2012/07/04,"9,104.17","9,119.69","9,136.02","9,095.31",105.63K,0.41%
2012/07/03,"9,066.59","9,013.65","9,082.39","9,012.86",120.97K,0.70%
2012/07/02,"9,003.48","9,103.79","9,103.79","9,003.48",99.71K,-0.04%
2012/06/29,"9,006.78","8,811.46","9,044.04","8,803.33",143.85K,1.50%
2012/06/28,"8,874.11","8,816.07","8,881.44","8,805.65",118.52K,1.65%
2012/06/27,"8,730.49","8,677.76","8,730.49","8,641.52",105.95K,0.77%
2012/06/26,"8,663.99","8,671.61","8,712.68","8,619.36",127.52K,-0.81%
2012/06/25,"8,734.62","8,837.83","8,837.83","8,726.40",92.80K,-0.72%
2012/06/22,"8,798.35","8,733.50","8,830.34","8,731.79",113.26K,-0.29%
2012/06/21,"8,824.07","8,794.03","8,859.04","8,790.86",132.52K,0.82%
2012/06/20,"8,752.31","8,739.10","8,770.41","8,711.22",114.13K,1.11%
2012/06/19,"8,655.87","8,692.82","8,712.86","8,630.66",99.22K,-0.75%
2012/06/18,"8,721.02","8,723.55","8,766.56","8,711.49",109.81K,1.77%
2012/06/15,"8,569.32","8,608.43","8,625.19","8,552.75",106.69K,0.01%
2012/06/14,"8,568.89","8,531.40","8,592.17","8,520.99",101.63K,-0.22%
2012/06/13,"8,587.84","8,557.57","8,615.89","8,554.14",101.60K,0.60%
2012/06/12,"8,536.72","8,478.78","8,575.87","8,452.50",113.17K,-1.02%
2012/06/11,"8,624.90","8,612.14","8,665.80","8,594.58",108.87K,1.96%
2012/06/08,"8,459.26","8,609.78","8,611.93","8,427.20",182.90K,-2.09%
2012/06/07,"8,639.72","8,639.25","8,647.79","8,599.64",127.33K,1.24%
2012/06/06,"8,533.53","8,428.36","8,549.00","8,412.55",160.13K,1.81%
2012/06/05,"8,382.00","8,331.02","8,388.14","8,306.93",136.94K,1.04%
2012/06/04,"8,295.63","8,278.65","8,303.35","8,238.96",126.85K,-1.71%
2012/06/01,"8,440.25","8,465.47","8,487.44","8,422.50",125.22K,-1.20%
2012/05/31,"8,542.73","8,499.68","8,542.73","8,455.13",162.83K,-1.05%
2012/05/30,"8,633.19","8,637.95","8,656.71","8,568.97",118.96K,-0.28%
2012/05/29,"8,657.08","8,565.56","8,657.08","8,517.18",129.67K,0.74%
2012/05/28,"8,593.15","8,604.99","8,624.51","8,568.87",97.01K,0.15%
2012/05/25,"8,580.39","8,616.85","8,616.85","8,550.93",113.63K,0.20%
2012/05/24,"8,563.38","8,537.99","8,597.85","8,496.61",134.18K,0.08%
2012/05/23,"8,556.60","8,715.14","8,715.14","8,538.69",142.72K,-1.98%
2012/05/22,"8,729.29","8,721.59","8,740.48","8,690.47",111.02K,1.10%
2012/05/21,"8,633.89","8,617.92","8,676.20","8,608.62",110.79K,0.26%
2012/05/18,"8,611.31","8,727.58","8,735.54","8,588.16",155.06K,-2.99%
2012/05/17,"8,876.59","8,789.47","8,885.08","8,765.71",160.12K,0.86%
2012/05/16,"8,801.17","8,865.78","8,883.73","8,756.07",145.34K,-1.12%
2012/05/15,"8,900.74","8,910.85","8,930.78","8,838.78",144.91K,-0.81%
2012/05/14,"8,973.84","8,986.22","9,031.09","8,947.82",112.71K,0.23%
2012/05/11,"8,953.31","9,019.40","9,050.61","8,944.63",143.42K,-0.63%
2012/05/10,"9,009.65","9,013.26","9,075.63","8,985.90",141.52K,-0.39%
2012/05/09,"9,045.06","9,112.72","9,115.94","9,021.20",131.62K,-1.49%
2012/05/08,"9,181.65","9,190.50","9,207.56","9,159.47",112.43K,0.69%
2012/05/07,"9,119.14","9,198.17","9,206.45","9,109.01",133.03K,-2.78%
2012/05/02,"9,380.25","9,397.87","9,417.96","9,344.53",94.54K,0.31%
2012/05/01,"9,350.95","9,471.66","9,472.25","9,332.79",117.91K,-1.78%
2012/04/27,"9,520.89","9,564.40","9,691.70","9,463.60",165.54K,-0.43%
2012/04/26,"9,561.83","9,613.16","9,630.97","9,531.03",104.88K,0.01%
2012/04/25,"9,561.01","9,578.42","9,582.73","9,530.02",97.50K,0.98%
2012/04/24,"9,468.04","9,466.08","9,510.70","9,423.30",106.44K,-0.78%
2012/04/23,"9,542.17","9,599.20","9,643.27","9,520.98",101.52K,-0.20%
2012/04/20,"9,561.36","9,574.99","9,580.87","9,532.68",109.80K,-0.28%
2012/04/19,"9,588.38","9,578.68","9,617.93","9,565.83",118.75K,-0.82%
2012/04/18,"9,667.26","9,594.30","9,682.88","9,594.30",116.83K,2.14%
2012/04/17,"9,464.71","9,476.15","9,519.80","9,455.32",109.21K,-0.06%
2012/04/16,"9,470.64","9,522.70","9,532.91","9,464.49",113.00K,-1.74%
2012/04/13,"9,637.99","9,613.19","9,690.29","9,603.97",171.37K,1.19%
2012/04/12,"9,524.79","9,486.19","9,541.04","9,449.49",134.73K,0.70%
2012/04/11,"9,458.74","9,398.60","9,487.84","9,388.14",155.83K,-0.83%
2012/04/10,"9,538.02","9,583.36","9,648.12","9,509.72",134.79K,-0.09%
2012/04/09,"9,546.26","9,565.31","9,618.10","9,535.33",111.64K,-1.47%
2012/04/06,"9,688.45","9,710.25","9,739.59","9,659.16",118.38K,-0.81%
2012/04/05,"9,767.61","9,737.50","9,806.40","9,692.70",165.13K,-0.53%
2012/04/04,"9,819.99","10,045.88","10,059.19","9,819.99",147.83K,-2.29%
2012/04/03,"10,050.39","10,082.21","10,084.07","10,040.99",112.44K,-0.59%
2012/04/02,"10,109.87","10,161.72","10,190.35","10,109.87",151.93K,0.26%
2012/03/30,"10,083.56","10,089.10","10,111.09","10,033.19",137.37K,-0.31%
2012/03/29,"10,114.79","10,134.78","10,147.04","10,084.77",149.32K,-0.67%
2012/03/28,"10,182.57","10,153.51","10,197.80","10,124.28",141.12K,-0.71%
2012/03/27,"10,255.15","10,152.90","10,255.15","10,152.25",161.10K,2.36%
2012/03/26,"10,018.24","10,040.10","10,056.20","10,016.05",126.58K,0.07%
2012/03/23,"10,011.47","10,014.87","10,031.96","9,999.37",121.56K,-1.14%
2012/03/22,"10,127.08","10,055.16","10,136.85","10,052.50",146.92K,0.40%
2012/03/21,"10,086.49","10,100.87","10,132.02","10,073.90",149.90K,-0.55%
2012/03/19,"10,141.99","10,150.85","10,172.64","10,134.48",135.10K,0.12%
2012/03/16,"10,129.83","10,110.57","10,148.47","10,090.09",163.01K,0.06%
2012/03/15,"10,123.28","10,115.40","10,158.74","10,077.55",177.65K,0.72%
2012/03/14,"10,050.52","10,064.12","10,115.79","10,050.52",168.11K,1.53%
2012/03/13,"9,899.08","9,921.25","10,011.88","9,888.30",205.99K,0.09%
2012/03/12,"9,889.86","10,015.92","10,021.51","9,889.86",153.53K,-0.40%
2012/03/09,"9,929.74","9,911.07","10,007.62","9,853.18",265.39K,1.65%
2012/03/08,"9,768.96","9,674.94","9,768.96","9,659.15",144.06K,2.01%
2012/03/07,"9,576.06","9,509.10","9,603.19","9,509.10",155.75K,-0.64%
2012/03/06,"9,637.63","9,704.61","9,732.89","9,602.84",171.88K,-0.63%
2012/03/05,"9,698.59","9,756.98","9,792.14","9,673.75",132.57K,-0.80%
2012/03/02,"9,777.03","9,797.05","9,803.75","9,729.24",158.52K,0.72%
2012/03/01,"9,707.37","9,771.34","9,865.75","9,666.02",175.14K,-0.16%
2012/02/29,"9,723.24","9,771.62","9,866.41","9,706.22",179.15K,0.01%
2012/02/28,"9,722.52","9,567.12","9,722.52","9,528.77",185.50K,0.92%
2012/02/27,"9,633.93","9,726.20","9,736.11","9,628.25",177.13K,-0.14%
2012/02/24,"9,647.38","9,594.85","9,647.38","9,576.21",180.01K,0.54%
2012/02/23,"9,595.57","9,549.77","9,609.84","9,513.65",179.97K,0.44%
2012/02/22,"9,554.00","9,459.74","9,564.05","9,442.58",165.03K,0.96%
2012/02/21,"9,463.02","9,458.68","9,517.04","9,440.41",169.87K,-0.23%
2012/02/20,"9,485.09","9,534.03","9,549.31","9,462.67",169.34K,1.08%
2012/02/17,"9,384.17","9,371.12","9,435.03","9,369.25",188.70K,1.58%
2012/02/16,"9,238.10","9,232.38","9,308.93","9,214.23",179.96K,-0.24%
2012/02/15,"9,260.34","9,108.84","9,314.37","9,107.68",208.12K,2.30%
2012/02/14,"9,052.07","8,978.72","9,072.08","8,972.74",141.72K,0.59%
2012/02/13,"8,999.18","8,954.03","9,023.50","8,948.54",126.78K,0.58%
2012/02/10,"8,947.17","9,010.53","9,016.97","8,947.17",154.00K,-0.61%
2012/02/09,"9,002.24","8,996.13","9,018.49","8,942.87",178.26K,-0.15%
2012/02/08,"9,015.59","8,971.88","9,015.59","8,956.78",157.37K,1.10%
2012/02/07,"8,917.52","8,904.16","8,928.44","8,887.19",129.24K,-0.13%
2012/02/06,"8,929.20","8,939.99","8,949.32","8,916.94",143.24K,1.10%
2012/02/03,"8,831.93","8,849.17","8,877.57","8,825.98",157.46K,-0.51%
2012/02/02,"8,876.82","8,865.28","8,893.22","8,849.25",157.80K,0.76%
2012/02/01,"8,809.79","8,789.06","8,830.28","8,780.10",127.18K,0.08%
2012/01/31,"8,802.51","8,781.44","8,836.68","8,776.65",138.09K,0.11%
2012/01/30,"8,793.05","8,803.79","8,832.48","8,774.23",98.09K,-0.54%
2012/01/27,"8,841.22","8,851.02","8,886.02","8,810.89",133.12K,-0.09%
2012/01/26,"8,849.47","8,890.49","8,894.60","8,834.93",122.22K,-0.39%
2012/01/25,"8,883.69","8,842.01","8,911.62","8,816.09",132.50K,1.12%
2012/01/24,"8,785.33","8,815.36","8,825.09","8,768.51",111.00K,0.22%
2012/01/23,"8,765.90","8,753.91","8,795.27","8,744.54",119.86K,-0.01%
2012/01/20,"8,766.36","8,751.18","8,791.39","8,725.32",177.55K,1.47%
2012/01/19,"8,639.68","8,596.68","8,668.94","8,596.68",125.06K,1.04%
2012/01/18,"8,550.58","8,458.29","8,595.78","8,446.09",136.16K,0.99%
2012/01/17,"8,466.40","8,420.12","8,475.66","8,413.22",85.50K,1.05%
2012/01/16,"8,378.36","8,409.79","8,409.79","8,352.23",76.49K,-1.43%
2012/01/13,"8,500.02","8,471.10","8,509.76","8,458.68",109.79K,1.36%
2012/01/12,"8,385.59","8,423.10","8,426.83","8,360.33",84.77K,-0.74%
2012/01/11,"8,447.88","8,440.96","8,463.72","8,426.03",106.25K,0.30%
2012/01/10,"8,422.26","8,422.99","8,450.59","8,405.18",112.34K,0.38%
2012/01/06,"8,390.35","8,488.98","8,488.98","8,349.33",101.31K,-1.16%
2012/01/05,"8,488.71","8,515.66","8,519.16","8,481.83",77.69K,-0.83%
2012/01/04,"8,560.11","8,549.54","8,581.45","8,547.70",105.96K,1.24%
2011/12/30,"8,455.35","8,434.90","8,455.35","8,415.56",57.63K,0.67%
2011/12/29,"8,398.89","8,367.71","8,404.89","8,330.87",66.32K,-0.29%
2011/12/28,"8,423.62","8,426.09","8,456.66","8,414.90",70.86K,-0.20%
2011/12/27,"8,440.56","8,443.00","8,458.26","8,428.53",51.35K,-0.46%
2011/12/26,"8,479.34","8,504.46","8,516.53","8,477.37",61.35K,1.00%
2011/12/22,"8,395.16","8,429.54","8,436.59","8,383.96",83.87K,-0.77%
2011/12/21,"8,459.98","8,442.74","8,471.11","8,440.89",90.77K,1.48%
2011/12/20,"8,336.48","8,318.03","8,354.90","8,317.73",80.02K,0.49%
2011/12/19,"8,296.12","8,363.39","8,364.93","8,272.26",94.96K,-1.26%
2011/12/16,"8,401.72","8,416.21","8,433.18","8,390.98",105.01K,0.29%
2011/12/15,"8,377.37","8,449.05","8,455.32","8,374.25",103.14K,-1.66%
2011/12/14,"8,519.13","8,513.77","8,540.57","8,486.37",98.32K,-0.39%
2011/12/13,"8,552.81","8,535.52","8,594.32","8,518.80",113.27K,-1.17%
2011/12/12,"8,653.82","8,652.98","8,682.47","8,633.35",101.00K,1.37%
2011/12/09,"8,536.46","8,521.33","8,576.68","8,503.03",199.72K,-1.48%
2011/12/08,"8,664.58","8,664.35","8,688.81","8,625.19",127.85K,-0.66%
2011/12/07,"8,722.17","8,629.19","8,729.81","8,614.21",132.59K,1.71%
2011/12/06,"8,575.16","8,644.97","8,671.54","8,571.09",107.83K,-1.39%
2011/12/05,"8,695.98","8,697.78","8,704.48","8,668.04",91.27K,0.60%
2011/12/02,"8,643.75","8,603.23","8,643.75","8,591.93",101.01K,0.54%
2011/12/01,"8,597.38","8,581.20","8,653.88","8,577.09",147.87K,1.93%
2011/11/30,"8,434.61","8,407.63","8,435.34","8,361.69",126.55K,-0.51%
2011/11/29,"8,477.82","8,371.01","8,477.82","8,351.38",115.89K,2.30%
2011/11/28,"8,287.49","8,269.91","8,322.01","8,259.71",102.31K,1.56%
2011/11/25,"8,160.01","8,138.19","8,199.67","8,135.79",111.37K,-0.06%
2011/11/24,"8,165.18","8,189.42","8,212.95","8,157.39",109.83K,-1.80%
2011/11/22,"8,314.74","8,263.86","8,350.35","8,261.01",112.21K,-0.40%
2011/11/21,"8,348.27","8,349.05","8,375.60","8,343.93",89.89K,-0.32%
2011/11/18,"8,374.91","8,374.16","8,398.80","8,359.60",108.60K,-1.23%
2011/11/17,"8,479.63","8,421.88","8,491.82","8,400.22",112.95K,0.19%
2011/11/16,"8,463.16","8,546.75","8,567.64","8,459.30",95.49K,-0.92%
2011/11/15,"8,541.93","8,546.99","8,584.30","8,527.63",80.20K,-0.72%
2011/11/14,"8,603.70","8,631.28","8,655.31","8,595.43",104.33K,1.05%
2011/11/11,"8,514.47","8,545.92","8,566.49","8,485.77",124.86K,0.16%
2011/11/10,"8,500.80","8,597.28","8,600.21","8,500.67",149.92K,-2.91%
2011/11/09,"8,755.44","8,724.60","8,762.98","8,678.78",137.44K,1.15%
2011/11/08,"8,655.51","8,744.36","8,772.04","8,644.00",136.41K,-1.27%
2011/11/07,"8,767.09","8,771.82","8,779.55","8,741.25",100.03K,-0.39%
2011/11/04,"8,801.40","8,761.27","8,814.71","8,729.08",124.97K,1.86%
2011/11/02,"8,640.42","8,719.92","8,719.92","8,640.42",129.17K,-2.21%
2011/11/01,"8,835.52","8,880.75","8,946.00","8,831.69",103.77K,-1.70%
2011/10/31,"8,988.39","9,011.18","9,152.39","8,988.39",133.84K,-0.69%
2011/10/28,"9,050.47","9,059.04","9,086.43","9,003.09",165.08K,1.39%
2011/10/27,"8,926.54","8,779.40","8,926.54","8,731.77",139.87K,2.04%
2011/10/26,"8,748.47","8,673.85","8,798.80","8,642.56",108.83K,-0.16%
