日付,終値,始値,高値,安値,出来高,前比%
2015/03/12,"18,991.11","18,787.10","19,008.13","18,774.42",149.75K,1.43%
2015/03/11,"18,723.52","18,604.87","18,836.93","18,583.52",130.03K,0.31%
2015/03/10,"18,665.11","18,891.01","18,924.38","18,577.06",148.33K,-0.67%
2015/03/09,"18,790.55","18,872.96","18,878.15","18,733.87",117.98K,-0.95%
2015/03/06,"18,971.00","18,814.85","18,979.64","18,808.30",147.13K,1.17%
2015/03/05,"18,751.84","18,658.16","18,767.50","18,655.36",121.94K,0.26%
2015/03/04,"18,703.60","18,716.78","18,732.66","18,586.84",143.31K,-0.59%
2015/03/03,"18,815.16","18,910.52","18,910.52","18,730.57",154.82K,-0.06%
2015/03/02,"18,826.88","18,869.40","18,939.17","18,775.23",134.85K,0.15%
2015/02/27,"18,797.94","18,844.28","18,865.39","18,714.64",174.69K,0.06%
2015/02/26,"18,785.79","18,587.87","18,790.83","18,587.13",155.54K,1.08%
2015/02/25,"18,585.20","18,636.34","18,648.77","18,552.81",139.11K,-0.10%
2015/02/24,"18,603.48","18,468.39","18,603.48","18,427.98",145.16K,0.74%
2015/02/23,"18,466.92","18,499.58","18,509.08","18,402.02",157.50K,0.73%
2015/02/20,"18,332.30","18,336.50","18,360.92","18,297.67",146.33K,0.37%
2015/02/19,"18,264.79","18,237.35","18,322.50","18,237.35",174.12K,0.36%
2015/02/18,"18,199.17","18,103.98","18,202.61","18,092.32",171.56K,1.18%
2015/02/17,"17,987.09","17,949.70","18,009.45","17,901.26",142.05K,-0.10%
2015/02/16,"18,004.77","18,024.01","18,074.26","17,978.90",152.59K,0.51%
2015/02/13,"17,913.36","17,892.10","17,962.11","17,864.55",161.99K,-0.37%
2015/02/12,"17,979.72","17,899.40","18,005.45","17,884.34",181.17K,1.85%
2015/02/10,"17,652.68","17,662.67","17,673.27","17,550.03",123.93K,-0.33%
2015/02/09,"17,711.93","17,790.31","17,799.49","17,653.61",129.47K,0.36%
2015/02/06,"17,648.50","17,696.18","17,700.67","17,603.07",142.52K,0.82%
2015/02/05,"17,504.62","17,589.21","17,619.34","17,484.67",184.99K,-0.98%
2015/02/04,"17,678.74","17,549.30","17,743.11","17,535.04",187.05K,1.98%
2015/02/03,"17,335.85","17,654.60","17,654.60","17,271.87",169.62K,-1.27%
2015/02/02,"17,558.04","17,536.61","17,628.40","17,459.45",136.04K,-0.66%
2015/01/30,"17,674.39","17,788.74","17,808.47","17,661.10",173.48K,0.39%
2015/01/29,"17,606.22","17,666.91","17,778.83","17,575.10",140.04K,-1.06%
2015/01/28,"17,795.73","17,615.93","17,850.59","17,615.93",141.95K,0.15%
2015/01/27,"17,768.30","17,649.40","17,768.41","17,633.47",139.69K,1.72%
2015/01/26,"17,468.52","17,285.71","17,471.94","17,285.71",111.60K,-0.25%
2015/01/23,"17,511.75","17,520.63","17,532.06","17,460.76",132.53K,1.05%
2015/01/22,"17,329.02","17,306.64","17,355.74","17,229.21",121.91K,0.28%
2015/01/21,"17,280.48","17,308.72","17,329.03","17,181.55",135.98K,-0.49%
2015/01/20,"17,366.30","17,071.65","17,366.30","17,066.77",133.03K,2.07%
2015/01/19,"17,014.29","17,000.78","17,039.80","16,911.58",127.98K,0.89%
2015/01/16,"16,864.16","16,812.96","16,864.34","16,592.57",171.10K,-1.43%
2015/01/15,"17,108.70","16,872.95","17,141.98","16,856.22",147.71K,1.86%
2015/01/14,"16,795.96","16,961.82","17,036.72","16,770.56",148.51K,-1.71%
2015/01/13,"17,087.71","16,970.88","17,087.71","16,828.27",149.18K,-0.64%
2015/01/09,"17,197.73","17,318.74","17,342.65","17,129.53",155.22K,0.18%
2015/01/08,"17,167.10","17,067.40","17,243.71","17,016.09",140.61K,1.67%
2015/01/07,"16,885.33","16,808.26","16,974.61","16,808.26",138.57K,0.01%
2015/01/06,"16,883.19","17,101.58","17,111.36","16,881.73",166.02K,-3.02%
2015/01/05,"17,408.71","17,325.68","17,540.92","17,219.22",116.46K,-0.24%
2014/12/30,"17,450.77","17,702.12","17,713.76","17,450.77",98.28K,-1.57%
2014/12/29,"17,729.84","17,914.55","17,914.55","17,525.66",115.19K,-0.50%
2014/12/26,"17,818.96","17,778.91","17,843.73","17,769.01",86.46K,0.06%
2014/12/25,"17,808.75","17,804.84","17,832.47","17,773.59",86.42K,-0.25%
2014/12/24,"17,854.23","17,842.04","17,875.41","17,800.42",126.45K,1.24%
2014/12/22,"17,635.14","17,685.53","17,692.58","17,572.62",128.46K,0.08%
2014/12/19,"17,621.40","17,511.01","17,621.40","17,471.60",175.76K,2.39%
2014/12/18,"17,210.05","17,142.95","17,274.23","17,136.41",186.25K,2.32%
2014/12/17,"16,819.73","16,689.34","16,891.02","16,672.94",161.29K,0.38%
2014/12/16,"16,755.32","16,862.42","16,895.39","16,714.83",160.33K,-2.01%
2014/12/15,"17,099.40","17,111.49","17,258.32","17,037.21",146.42K,-1.57%
2014/12/12,"17,371.58","17,317.69","17,526.19","17,298.19",214.50K,0.66%
2014/12/11,"17,257.40","17,180.49","17,289.73","17,043.63",151.43K,-0.89%
